Ã¯Â»Â¿PlantID,PlantName,Latitude,Longitude,Capacity,ProductionVolume,ProductionEfficiency,MarketShare,SalesRevenue,ComplianceStatus,QAMetrics,DefectRate,ProductSpecification,researchProjects,CSscore,revenue,costOfProduction,ProfitMargin,CarbonEmmision,WasteDisposalMetrics, EnergyConsumption,Year,PlantID,ResearchProjects,EnergyConsumption
134.0,Ganges Petrochemicals,-34.6381227,69.1415,420.6,206.58,13.97,61.93,1410.64,False,2.0,75.0,D,97.0,30.0,281623.86,433734.39,-54.011947,408.66,875.02,504.13,1932.0,,,
135.0,Ganges Petrochemicals,47.4430894,96.5394,227.18,416.97,52.26,14.09,4789.6,False,3.0,63.0,B,52.0,89.0,592989.67,359473.6,39.3794499,199.51,344.05,0.62,1979.0,,,
136.0,BharatChem Corporation,39.0063718,91.8089,861.24,460.93,11.12,16.14,3667.02,False,3.0,77.0,D,10.0,44.0,453229.92,156291.01,65.51617554,887.43,823.37,858.12,1914.0,,,
137.0,Himalaya Petro Products,43.656554,80.9241,789.24,81.69,95.19,59.63,4172.51,True,1.0,66.0,D,86.0,8.0,332510.6,389495.09,-17.13764614,774.31,573.96,630.66,1976.0,,,
138.0,Ganges Petrochemicals,-26.9165792,91.2165,483.45,316.42,89.95,27.73,7715.04,True,2.0,74.0,F,73.0,43.0,264069.76,173039.04,34.47222431,637.22,581.37,77.81,1963.0,,,
139.0,BharatChem Corporation,31.295228,71.6816,896.47,69.99,29.5,2.88,8212.56,False,3.0,69.0,A,49.0,7.0,553545.61,338168.25,38.90869264,148.94,634.82,590.22,1919.0,,,
140.0,Ganges Petrochemicals,18.4458276,91.7231,37.38,551.27,22.6,54.82,3132.5,False,0.0,4.0,B,80.0,24.0,79478.07,973710.59,-1125.131146,570.68,556.85,344.01,1950.0,,,
141.0,BharatChem Corporation,25.315243,80.8196,805.17,449.72,71.59,64.98,7187.94,True,9.0,92.0,F,64.0,25.0,238055.67,784106.55,-229.3794893,260.93,900.79,949.85,2004.0,,,
142.0,Himalaya Petro Products,-4.083677,87.1641,946.33,926.85,16.83,79.93,217.63,False,1.0,39.0,B,5.0,70.0,138816.92,468443.12,-237.4539069,570.54,379.23,6.75,1929.0,,,
143.0,IndianPoly Industries,-26.9165792,69.1569,163.69,257.0,52.09,45.55,2043.19,False,8.0,83.0,C,37.0,56.0,213158.29,653022.32,-206.355582,616.08,723.79,177.94,2011.0,,,
144.0,Ganges Petrochemicals,44.7352635,86.5169,753.7,48.99,84.09,88.39,7768.66,True,5.0,69.0,B,53.0,100.0,170893.74,541182.18,-216.6775916,685.95,253.56,101.16,1900.0,,,
145.0,Petrochem India,9.7852847,92.4655,596.07,170.67,56.05,9.65,7714.34,True,4.0,20.0,F,27.0,56.0,263100.36,585198.2,-122.423945,741.42,925.08,68.47,1940.0,,,
146.0,Himalaya Petro Products,38.8974442,85.4716,950.15,449.99,61.61,60.33,2288.46,True,7.0,32.0,A,64.0,43.0,71551.42,538177.91,-652.1554569,49.63,525.17,693.97,1980.0,,,
147.0,Petrochem India,44.86614,88.3382,100.44,55.94,36.99,7.26,4689.91,False,2.0,13.0,B,92.0,4.0,70954.38,968302.38,-1264.683026,971.34,331.37,417.56,1967.0,,,
148.0,IndianPoly Industries,-7.0636577,69.1701,274.34,936.15,27.16,6.27,1621.24,False,6.0,20.0,F,28.0,8.0,182903.63,418496.61,-128.8071647,905.93,770.48,553.78,2003.0,,,
149.0,Ganges Petrochemicals,26.8503552,90.960716,223.64,473.33,66.33,69.38,7875.64,False,6.0,17.0,B,7.0,56.0,563394.12,967650.34,-71.75371656,354.58,326.06,155.63,2018.0,,,
150.0,BharatChem Corporation,52.6130327,38.9743917,72.75,886.27,11.78,95.99,6870.09,True,10.0,47.0,B,20.0,88.0,692613.03,439955.96,36.47882137,813.13,730.48,357.8,2013.0,,,
151.0,Himalaya Petro Products,28.002198,116.299392,32.06,34.76,42.8,56.19,3311.82,True,3.0,78.0,C,28.0,84.0,21337.24,498837.97,-2237.874861,859.73,647.79,780.67,1919.0,,,
152.0,Petrochem India,-23.207633,-47.2997218,727.12,27.9,65.47,38.09,2072.64,True,10.0,59.0,B,44.0,95.0,997144.73,899774.59,9.764895413,325.62,553.33,948.0,1932.0,,,
153.0,Ganges Petrochemicals,4.6096768,101.1064003,135.46,417.92,79.45,78.95,6404.81,True,10.0,69.0,F,93.0,6.0,366560.52,96467.29,73.68312059,55.71,427.5,589.44,1918.0,,,
154.0,Himalaya Petro Products,51.965973,21.419225,548.4,675.11,26.37,0.25,8967.2,False,8.0,13.0,C,11.0,13.0,4548.34,536795.91,-11702.0181,312.6,933.74,754.21,2022.0,,,
155.0,BharatChem Corporation,-15.3084964,-49.6234548,728.94,409.78,59.56,22.14,8905.59,True,3.0,14.0,F,22.0,95.0,145569.22,438121.68,-200.9713729,568.79,390.28,369.91,2007.0,,,
156.0,Petrochem India,38.0113874,23.6027231,979.6,750.78,46.42,44.26,567.84,False,5.0,44.0,D,38.0,69.0,497096.75,732448.0,-47.34515967,289.66,589.61,312.35,1959.0,,,
157.0,Petrochem India,-6.3636897,107.1100534,642.12,907.47,16.94,20.54,9507.99,True,7.0,31.0,F,32.0,58.0,425540.45,773119.07,-81.67933742,678.01,434.69,442.06,1904.0,,,
158.0,IndianPoly Industries,47.3695152,40.0905465,666.72,32.51,59.22,43.01,5862.25,True,5.0,10.0,C,13.0,97.0,299304.63,64340.52,78.50333288,226.22,575.94,92.44,1909.0,,,
159.0,Petrochem India,35.7418174,139.3234464,802.06,423.48,2.31,15.74,859.62,True,10.0,19.0,F,54.0,42.0,774891.85,571534.25,26.24335254,904.42,172.92,824.35,1959.0,,,
160.0,IndianPoly Industries,-6.5588437,-78.7348674,36.29,30.62,38.61,50.6,2621.85,False,6.0,57.0,C,8.0,54.0,597411.87,813243.28,-36.12774048,235.66,26.87,192.42,1950.0,,,
161.0,IndianPoly Industries,-6.8054925,-76.2327036,101.13,503.28,37.32,2.77,2873.28,False,9.0,93.0,B,49.0,80.0,156893.07,212080.07,-35.17491244,554.97,612.43,45.98,1910.0,,,
162.0,Ganges Petrochemicals,-7.3511436,112.7688416,560.16,822.78,38.7,61.0,826.27,True,6.0,5.0,A,17.0,76.0,342867.29,469147.3,-36.83057955,567.45,643.49,598.0,1984.0,,,
163.0,IndianPoly Industries,41.7683491,19.7859556,195.52,361.16,93.34,80.27,6197.17,False,6.0,80.0,C,37.0,49.0,113860.03,717772.56,-530.399061,127.1,892.49,274.0,2003.0,,,
164.0,BharatChem Corporation,11.8852599,3.4548833,171.9,80.42,19.51,69.26,6742.4,False,8.0,1.0,F,100.0,18.0,492171.09,991870.45,-101.5296043,371.7,467.23,244.04,1949.0,,,
165.0,Petrochem India,34.8439922,36.9299219,692.15,624.65,54.91,71.4,4935.59,False,9.0,75.0,D,11.0,0.0,16458.04,863763.41,-5148.276283,28.38,450.38,292.05,1928.0,,,
166.0,Petrochem India,8.7430304,-82.820547,378.26,172.91,23.43,3.69,702.89,False,4.0,83.0,A,80.0,59.0,550829.49,469851.03,14.70118457,93.2,663.13,732.52,1937.0,,,
167.0,Petrochem India,57.9268439,16.5004384,325.73,757.88,31.76,4.78,2653.21,False,9.0,10.0,D,87.0,46.0,713321.85,538417.03,24.51976201,722.04,652.58,289.47,1935.0,,,
168.0,Ganges Petrochemicals,14.3679657,121.0504535,807.79,449.05,70.87,87.06,2560.16,False,6.0,35.0,A,26.0,0.0,673578.81,670988.3,0.384588999,217.18,863.97,847.17,1943.0,,,
169.0,Himalaya Petro Products,11.9227104,37.6998424,356.93,413.27,7.99,0.37,4929.67,False,3.0,99.0,C,14.0,11.0,457998.06,518687.77,-13.25108451,703.35,343.73,594.67,2022.0,,,
170.0,IndianPoly Industries,-31.5469052,29.0213682,493.81,29.02,40.68,54.02,350.3,True,10.0,33.0,A,91.0,6.0,584828.19,8651.54,98.52066981,414.27,997.34,327.92,1983.0,,,
171.0,Ganges Petrochemicals,-8.8399876,13.2894368,479.16,950.91,3.7,77.13,6904.63,True,3.0,59.0,C,17.0,12.0,712960.05,985112.85,-38.172237,91.76,117.8,942.61,1991.0,,,
172.0,Himalaya Petro Products,3.9967196,97.3416152,135.91,310.85,95.52,56.21,9424.37,False,7.0,90.0,B,55.0,79.0,157060.13,843687.76,-437.1750042,784.52,887.42,762.4,1936.0,,,
173.0,BharatChem Corporation,55.045149,32.721561,142.76,102.44,14.72,23.23,4334.43,False,1.0,83.0,B,91.0,56.0,789154.34,661902.57,16.12508017,113.12,6.65,350.7,1924.0,,,
174.0,BharatChem Corporation,45.3639886,5.5949365,682.38,241.91,60.2,5.68,3127.13,True,6.0,18.0,B,52.0,78.0,269659.27,499561.97,-85.256739,872.61,8.9,499.29,1982.0,,,
175.0,Himalaya Petro Products,14.731859,121.698077,875.93,825.92,16.81,66.95,4845.77,False,7.0,96.0,A,59.0,75.0,298220.63,947313.68,-217.6553145,771.79,727.27,675.17,1953.0,,,
176.0,Himalaya Petro Products,20.8449115,106.6880841,816.77,152.96,40.16,59.73,3913.66,True,4.0,25.0,A,37.0,74.0,261496.63,220067.23,15.84318697,61.92,903.18,961.96,2022.0,,,
177.0,Ganges Petrochemicals,17.183558,120.463672,442.08,290.61,72.31,1.43,3496.49,False,3.0,48.0,D,68.0,22.0,815239.62,691167.13,15.21914379,205.05,651.8,210.42,1909.0,,,
178.0,IndianPoly Industries,-7.150975,110.1402594,178.19,858.91,58.69,73.08,5041.72,False,8.0,11.0,D,27.0,42.0,664316.2,591063.28,11.02681524,672.83,796.61,649.91,1969.0,,,
179.0,IndianPoly Industries,38.92,-76.99,994.96,795.69,15.52,37.0,6124.2,True,2.0,58.0,D,49.0,61.0,970026.15,981681.25,-1.201524309,609.35,181.16,887.99,1920.0,,,
180.0,Himalaya Petro Products,-6.9480217,112.4440473,176.56,828.79,59.34,21.31,5141.61,True,5.0,83.0,D,51.0,20.0,928558.62,327231.56,64.75919205,804.27,991.78,606.49,1984.0,,,
181.0,BharatChem Corporation,13.1981877,-87.3785917,47.59,188.14,25.36,54.34,1124.62,True,3.0,48.0,B,77.0,10.0,131690.75,607836.27,-361.5633748,516.79,404.25,543.8,1948.0,,,
182.0,Ganges Petrochemicals,-6.9828037,109.5568089,988.18,132.66,78.05,56.72,5471.86,False,2.0,14.0,A,46.0,81.0,447010.28,694982.25,-55.47343788,401.91,62.8,617.59,1988.0,,,
183.0,BharatChem Corporation,66.870387,32.3919624,917.76,39.94,72.68,85.43,7930.08,False,3.0,33.0,C,69.0,54.0,812202.91,124487.68,84.67283502,774.12,190.1,955.34,1982.0,,,
184.0,Petrochem India,-10.9666739,-37.2544065,760.18,432.58,87.24,7.54,7262.05,True,7.0,25.0,A,67.0,39.0,102621.34,699804.56,-581.9288854,972.7,536.14,110.37,1975.0,,,
185.0,Ganges Petrochemicals,21.662991,110.925439,615.04,186.45,59.28,16.41,5665.88,False,8.0,81.0,C,80.0,41.0,583985.46,694917.72,-18.99572294,501.16,494.58,85.48,2021.0,,,
186.0,Petrochem India,32.283121,35.385789,324.97,637.37,64.56,37.88,2729.81,True,6.0,65.0,B,59.0,41.0,827205.44,348884.2,57.82375416,565.55,361.97,590.55,2013.0,,,
187.0,Himalaya Petro Products,-33.4442688,-70.7233493,539.14,355.38,93.19,20.57,6962.12,False,2.0,17.0,B,100.0,43.0,760662.93,49024.91,93.55497579,396.84,362.96,959.78,1988.0,,,
188.0,Petrochem India,-15.4601506,-69.4355341,430.48,466.32,71.57,59.17,1906.39,False,2.0,34.0,D,32.0,82.0,340370.06,624331.76,-83.42734376,638.27,365.6,996.25,2019.0,,,
189.0,Petrochem India,16.6678009,120.3841382,769.95,776.94,64.19,16.45,3684.14,False,10.0,86.0,A,58.0,63.0,811968.86,433935.89,46.55756995,908.97,678.72,401.04,1949.0,,,
190.0,Petrochem India,29.8699072,-95.3298675,189.3,115.52,76.86,63.98,2464.74,False,8.0,48.0,B,16.0,80.0,427456.37,868742.99,-103.2354764,595.14,114.22,917.72,1940.0,,,
191.0,Himalaya Petro Products,54.134434,51.5316589,973.51,229.89,35.33,49.03,9907.63,False,2.0,35.0,D,90.0,24.0,776417.65,28767.59,96.29483049,157.54,811.19,251.81,1975.0,,,
192.0,BharatChem Corporation,-8.4071,123.0649,847.77,717.36,37.43,51.29,1633.46,True,0.0,80.0,F,15.0,2.0,79937.09,377974.34,-372.8397544,419.3,626.38,175.57,1922.0,,,
193.0,Petrochem India,36.639033,114.462061,69.47,262.85,80.6,6.61,7968.98,False,6.0,11.0,C,62.0,87.0,299943.37,504193.06,-68.09608427,557.22,715.17,736.17,2006.0,,,
194.0,Petrochem India,-6.9888,113.0036,727.27,318.68,92.56,11.17,2346.08,False,10.0,67.0,C,88.0,1.0,888760.75,900041.34,-1.269249345,585.84,241.72,368.03,1915.0,,,
195.0,Ganges Petrochemicals,49.9146804,18.0123649,343.12,502.59,2.16,51.22,707.96,True,1.0,3.0,A,42.0,32.0,523479.47,45720.7,91.26599941,461.56,403.03,452.63,1960.0,,,
196.0,Ganges Petrochemicals,37.942488,110.525111,298.48,830.22,63.28,66.27,898.31,False,2.0,24.0,A,53.0,48.0,553757.8,780957.22,-41.02866271,494.87,960.55,993.47,1968.0,,,
197.0,BharatChem Corporation,58.5118215,13.4761783,931.57,276.82,53.36,10.22,3620.21,True,8.0,82.0,A,48.0,77.0,599870.88,357003.12,40.48667273,806.93,129.06,931.77,1951.0,,,
198.0,Petrochem India,44.9564928,15.9614667,579.82,372.35,18.04,62.11,1452.24,False,1.0,7.0,A,44.0,99.0,413253.04,487869.32,-18.0558333,643.36,565.14,221.08,1911.0,,,
199.0,Petrochem India,-6.264999,106.8513919,939.07,441.82,50.52,94.73,8935.53,True,3.0,51.0,F,40.0,91.0,321593.64,922269.61,-186.7810477,757.65,436.6,456.88,1971.0,,,
200.0,Ganges Petrochemicals,40.6205598,-8.5468762,305.68,438.71,62.45,37.02,6802.88,True,3.0,90.0,C,4.0,83.0,184613.63,931848.64,-404.756144,435.18,451.56,250.99,2012.0,,,
201.0,Himalaya Petro Products,25.692699,117.847115,703.63,404.8,81.39,42.27,1744.1,True,10.0,37.0,A,59.0,11.0,139827.52,98862.15,29.29707256,747.05,635.38,447.84,1927.0,,,
202.0,Legros LLC,35.1804745,32.6786008,428.66,279.22,45.98,51.66,11.15,True,8.0,28.0,B,47.0,0.0,474170.33,465852.22,1.754245146,881.59,915.5,419.22,1912.0,,,
203.0,"Armstrong, O'Reilly and Ondricka",49.3962315,25.605439,535.97,102.46,3.47,80.73,2163.97,False,6.0,74.0,F,75.0,37.0,733419.12,227980.52,68.91538361,836.72,20.78,802.07,1994.0,,,
204.0,"Stark, Nader and Stamm",42.048319,-8.4995497,541.13,833.54,84.17,48.04,3807.72,True,7.0,97.0,B,5.0,93.0,913912.43,702193.26,23.16624253,900.32,71.99,873.44,1965.0,,,
205.0,"Grady, Welch and Waters",43.5594247,43.4277773,257.35,671.65,83.2,82.92,1361.5,True,2.0,41.0,F,17.0,99.0,522435.53,369232.06,29.3248566,722.4,198.5,273.4,1924.0,,,
206.0,Anderson and Sons,19.4468231,-99.1303962,103.65,113.66,33.43,78.57,3215.69,True,8.0,29.0,F,34.0,43.0,284925.08,567361.24,-99.1264651,205.69,566.19,179.99,1951.0,,,
207.0,"Cummings, Schumm and Franecki",9.97788,-84.762933,228.57,290.79,74.02,60.56,8838.28,False,7.0,99.0,F,57.0,83.0,136982.77,116156.47,15.20359093,741.29,447.9,516.44,1939.0,,,
208.0,Carter-Nader,36.1899557,117.1168644,378.45,108.23,9.4,62.37,3542.87,True,2.0,32.0,B,47.0,95.0,243015.98,361389.77,-48.71029057,412.74,992.53,560.21,1933.0,,,
209.0,"Abernathy, Waelchi and Braun",40.8143687,-73.7419017,113.87,944.64,30.69,4.96,6052.34,True,1.0,61.0,F,66.0,49.0,117295.0,421459.8,-259.3160834,907.09,104.55,127.91,2022.0,,,
210.0,Schmeler-Homenick,-17.53333,-149.33333,61.22,632.94,81.22,8.25,6540.54,False,3.0,72.0,D,47.0,5.0,584443.51,724250.02,-23.92130422,467.11,464.4,307.34,1946.0,,,
211.0,Crist Inc,39.883992,116.4262137,471.58,148.2,21.27,31.51,2272.63,False,8.0,99.0,F,65.0,75.0,342065.73,931096.2,-172.1980363,480.26,480.02,896.37,1957.0,,,
212.0,Murphy LLC,35.897702,114.184427,770.46,196.0,60.86,37.67,9199.07,True,7.0,29.0,B,52.0,50.0,873064.51,947525.96,-8.528745488,437.42,824.69,805.84,1912.0,,,
213.0,Murazik-Thiel,52.803304,51.1735574,610.94,132.19,2.72,30.03,1695.98,False,1.0,56.0,D,11.0,42.0,46638.51,578638.67,-1140.688585,798.81,999.56,906.23,1997.0,,,
214.0,McCullough-Fahey,-7.7955798,110.3694896,557.95,503.68,16.88,11.42,3505.3,True,2.0,13.0,A,99.0,9.0,125560.23,804101.42,-540.4109167,579.38,287.9,380.22,1999.0,,,
215.0,Yost and Sons,-33.8688197,151.2092955,982.86,748.49,44.18,17.0,6232.18,True,1.0,99.0,D,56.0,79.0,158223.22,318907.09,-101.5551763,691.92,932.78,558.3,1957.0,,,
216.0,"Kub, Heathcote and MacGyver",-6.192143,106.8209006,621.74,386.51,69.97,32.03,2051.64,True,4.0,14.0,A,5.0,53.0,497074.08,60377.37,87.85344631,843.88,474.24,567.77,1902.0,,,
217.0,VonRueden-Wolf,44.9794968,19.6209662,711.63,443.07,92.46,3.92,8483.0,True,2.0,38.0,D,53.0,81.0,551868.85,840411.5,-52.28464154,713.28,759.02,724.54,2018.0,,,
218.0,"Koss, Harvey and Ryan",37.7423068,-25.6594762,55.64,794.79,46.91,50.27,9655.98,False,7.0,55.0,D,68.0,48.0,717093.76,617585.28,13.87663449,998.86,329.85,646.82,1931.0,,,
219.0,"Schimmel, Kling and Will",17.6143085,99.195529,264.78,192.78,50.01,98.8,5103.11,False,0.0,41.0,B,75.0,69.0,670543.47,237065.57,64.64575667,825.21,209.0,316.79,1952.0,,,
220.0,Senger and Sons,-7.6359993,114.0160937,235.24,384.3,62.21,32.96,7397.42,True,0.0,97.0,A,95.0,20.0,734744.27,450483.19,38.68843782,16.1,474.26,598.55,2000.0,,,
221.0,Mills-Kreiger,34.319658,104.562412,590.04,800.49,76.94,63.74,5076.2,True,8.0,57.0,D,47.0,10.0,679356.93,569418.66,16.18269648,706.36,952.81,476.41,1969.0,,,
222.0,"Jacobs, Bayer and Daniel",29.301449,111.101029,735.07,816.18,80.12,47.65,7718.42,True,7.0,11.0,C,84.0,63.0,397864.95,267576.81,32.74682527,912.46,159.98,220.78,1974.0,,,
223.0,Dickens Group,44.3337107,40.7679998,370.4,942.02,62.31,98.88,9692.87,True,5.0,5.0,C,31.0,86.0,198501.95,611271.51,-207.94232,997.13,73.24,311.64,2004.0,,,
224.0,"Witting, Bogan and Reinger",39.5093131,-7.8148208,564.02,732.46,28.71,41.9,5847.79,False,2.0,86.0,C,19.0,64.0,424976.84,981568.28,-130.9698288,529.58,876.92,804.68,1941.0,,,
225.0,"Trantow, Waters and Jenkins",-8.5790886,116.9558067,591.24,5.18,76.37,65.35,1622.33,True,5.0,87.0,C,41.0,9.0,563410.7,664227.62,-17.89403716,263.93,316.88,490.45,2007.0,,,
226.0,Leannon Group,52.0296117,5.1841395,537.8,624.27,88.13,66.01,6118.66,False,3.0,54.0,F,28.0,86.0,883440.77,961496.31,-8.835401608,404.73,548.59,672.14,1945.0,,,
227.0,"Crist, Collier and Flatley",34.70044,36.55641,440.68,199.5,34.77,35.9,2630.86,True,9.0,2.0,F,48.0,58.0,879460.27,743899.57,15.41407891,597.06,149.38,694.42,1986.0,,,
228.0,Grady and Sons,9.762345,140.5161464,991.73,44.47,3.63,69.65,1697.51,True,3.0,10.0,D,76.0,42.0,426608.19,320023.32,24.98425312,633.57,270.51,976.6,1959.0,,,
229.0,Rowe and Sons,31.6166667,130.3333333,945.51,710.36,59.98,6.8,455.05,True,10.0,48.0,D,99.0,100.0,525446.72,413817.36,21.24465826,808.74,680.15,944.17,2014.0,,,
230.0,"Heidenreich, Kunde and Mertz",12.6151,125.039,928.45,276.88,14.31,37.6,5844.26,True,4.0,55.0,D,82.0,39.0,932351.15,738849.14,20.75419867,113.37,862.18,755.96,1923.0,,,
231.0,"Abernathy, Veum and Conn",31.7579946,25.0792189,831.86,715.42,78.19,35.62,977.43,True,5.0,78.0,F,95.0,10.0,82094.79,168329.11,-105.0423785,60.12,643.29,485.07,1973.0,,,
232.0,Treutel LLC,12.9029999,123.2470016,436.6,853.55,4.32,77.83,2204.89,False,9.0,11.0,D,87.0,73.0,617439.84,260601.52,57.7932127,755.27,345.62,134.88,1991.0,,,
233.0,Boehm Group,29.86548,116.328879,408.68,442.63,24.29,94.47,2316.23,False,9.0,61.0,A,21.0,54.0,66006.13,824788.82,-1149.563972,556.15,988.64,860.19,1981.0,,,
234.0,Kuvalis-Gusikowski,38.26667,21.83333,654.61,181.73,86.92,27.63,9429.8,True,3.0,33.0,F,22.0,77.0,905916.63,882886.96,2.542140108,378.84,319.43,245.32,2012.0,,,
235.0,Hudson Group,17.5767798,104.5946633,92.51,712.6,26.6,0.34,1642.09,False,5.0,3.0,D,41.0,12.0,251892.37,110678.54,56.06117803,821.11,304.64,530.13,1959.0,,,
236.0,Barton LLC,6.9791945,39.1803741,482.27,192.06,55.9,52.58,4231.43,False,10.0,14.0,B,56.0,63.0,907756.34,379871.22,58.15273292,814.05,251.03,348.54,2018.0,,,
237.0,Greenfelder-Wiza,27.372513,117.731346,818.91,893.09,60.26,63.96,5825.29,True,3.0,49.0,D,78.0,37.0,974643.31,390331.07,59.95139288,213.46,963.94,56.62,1944.0,,,
238.0,"Predovic, Padberg and Braun",32.009995,114.91925,26.26,385.74,5.72,75.47,1552.57,True,7.0,66.0,B,35.0,56.0,881474.5,912734.17,-3.546293171,421.66,757.16,798.46,1928.0,,,
239.0,Bergstrom LLC,31.7711077,119.9742793,544.13,129.62,97.62,44.88,6024.08,True,4.0,14.0,C,31.0,57.0,329607.14,959278.58,-191.0369539,201.91,373.27,700.34,2002.0,,,
240.0,McGlynn Group,34.87725,103.8617,33.3,32.23,89.27,37.09,3008.81,False,9.0,29.0,B,37.0,2.0,511401.0,98955.27,80.65016103,380.21,261.08,587.11,1960.0,,,
241.0,Bahringer Group,40.6230031,19.4690444,417.13,651.0,85.72,5.2,260.6,True,5.0,42.0,C,96.0,33.0,644967.38,886513.84,-37.4509576,696.05,740.37,815.64,1979.0,,,
242.0,Emard Inc,52.1421176,93.9210651,864.56,25.54,98.71,63.01,5206.02,False,3.0,88.0,F,31.0,15.0,391892.07,720297.52,-83.79997329,852.12,141.85,125.67,2007.0,,,
243.0,Schultz-Dickinson,59.7536439,10.1199836,57.46,783.94,96.55,41.69,4314.7,True,4.0,63.0,F,50.0,89.0,518986.95,997219.12,-92.14724378,226.73,17.24,726.54,1918.0,,,
244.0,Franecki Inc,53.3417941,16.0872459,183.12,511.18,40.66,7.59,1789.53,False,5.0,77.0,A,7.0,2.0,803694.06,811653.62,-0.990371884,609.2,131.87,646.09,1960.0,,,
245.0,Murazik-McKenzie,23.634675,112.44069,511.56,497.3,46.22,67.32,7403.24,True,1.0,31.0,B,61.0,56.0,159041.47,934375.1,-487.5040642,890.07,762.68,206.17,1907.0,,,
246.0,Jones LLC,24.088938,32.8998293,147.91,98.99,41.46,85.03,7869.05,False,7.0,71.0,C,23.0,78.0,214936.03,799301.77,-271.8789121,768.2,583.35,769.35,1989.0,,,
247.0,Klein Inc,36.025609,-78.9853813,840.16,793.14,2.91,68.13,5723.12,True,9.0,67.0,D,47.0,73.0,68888.57,459834.43,-567.5046818,840.24,755.79,432.2,1905.0,,,
248.0,Kozey-Hegmann,-23.5000295,-46.8598812,791.15,822.34,13.16,83.23,6236.67,True,5.0,0.0,F,38.0,39.0,60524.14,855750.29,-1313.899132,571.78,466.33,699.34,1978.0,,,
249.0,"Mante, Torp and Nienow",45.8174856,17.1851,460.42,564.2,26.93,5.6,7115.17,False,1.0,65.0,B,38.0,53.0,272901.7,895169.03,-228.0188544,990.76,297.27,683.04,1970.0,,,
250.0,Jones-Kessler,31.920658,120.284938,250.97,275.69,22.58,25.0,2140.05,False,9.0,85.0,D,37.0,49.0,949668.48,219711.69,76.86438008,286.02,127.31,232.34,1907.0,,,
251.0,Cruickshank LLC,58.3493356,13.8300629,732.36,104.33,14.03,53.76,3166.21,True,8.0,71.0,A,23.0,70.0,681185.35,536292.66,21.27067031,305.88,129.78,241.65,2022.0,,,
252.0,Kuvalis-Schumm,47.009324,28.8389611,174.76,874.35,27.59,99.09,7837.34,False,9.0,22.0,D,77.0,80.0,864468.92,23298.35,97.30489443,673.35,320.26,544.87,1944.0,,,
253.0,"Langworth, Hagenes and Pagac",42.075123,21.0523541,883.32,644.77,78.13,11.89,9116.27,True,0.0,74.0,A,78.0,97.0,478466.26,602590.69,-25.94214898,370.48,235.26,825.7,1995.0,,,
254.0,Grimes-Morissette,38.3628307,-0.5210565,500.52,711.83,94.45,9.6,7978.24,True,5.0,46.0,B,73.0,10.0,155630.94,311937.01,-100.4338019,801.43,236.96,564.69,1901.0,,,
255.0,Aufderhar-Pagac,47.620391,7.243036,420.98,948.53,17.75,52.58,9528.17,True,9.0,74.0,F,89.0,28.0,498403.87,214838.32,56.89473278,209.99,166.15,91.87,1991.0,,,
256.0,Hettinger LLC,14.4142191,120.9495257,684.79,325.41,9.01,60.24,9022.48,False,5.0,18.0,C,59.0,34.0,145581.23,338230.59,-132.3311803,632.63,921.42,544.93,1955.0,,,
257.0,"Romaguera, Lemke and Orn",51.9109552,29.9994415,818.77,471.8,20.15,0.91,8320.29,True,1.0,98.0,B,59.0,98.0,604995.42,182187.09,69.88620344,594.0,394.77,801.57,1969.0,,,
258.0,Rippin-Spinka,39.979686,116.481068,380.62,816.19,6.0,66.23,7158.98,True,8.0,33.0,C,20.0,80.0,662523.55,993495.05,-49.95618646,735.89,638.7,305.39,1952.0,,,
259.0,Flatley-Bruen,-34.7328945,-56.0305724,998.94,319.11,40.67,68.25,8634.18,True,5.0,50.0,D,31.0,32.0,995751.83,133649.9,86.57799102,567.21,689.78,8.58,1958.0,,,
260.0,Bashirian-Mante,-21.2327222,-47.8167164,875.77,599.17,14.35,61.97,8854.72,False,0.0,5.0,D,91.0,96.0,619536.7,388801.22,37.2432303,66.88,951.94,682.11,1992.0,,,
261.0,"Raynor, Adams and Dach",-41.2219337,174.8714559,225.88,143.38,19.09,20.48,4330.54,False,0.0,9.0,A,80.0,98.0,855643.84,78673.36,90.80536126,162.11,505.84,524.01,2009.0,,,
262.0,Batz-Lynch,42.896428,130.585349,612.74,652.03,51.23,76.2,4472.07,False,8.0,28.0,C,6.0,55.0,260871.78,423177.61,-62.21670661,889.51,517.9,441.19,1979.0,,,
263.0,"McClure, Turner and Rosenbaum",2.967008,101.490712,408.9,743.91,98.58,86.61,6471.17,False,3.0,100.0,A,25.0,11.0,550893.1,409011.37,25.75485698,188.76,197.83,769.89,1928.0,,,
264.0,Glover Group,55.2087523,62.0636608,672.09,866.6,54.53,58.47,6318.74,False,5.0,19.0,B,47.0,23.0,844964.4,744375.02,11.90457018,917.26,398.03,561.24,1976.0,,,
265.0,"Hodkiewicz, Cartwright and Deckow",53.8237809,27.8686163,93.14,158.8,68.95,49.66,3669.05,True,8.0,62.0,D,11.0,39.0,304137.23,26774.37,91.19661542,183.01,388.93,895.66,2018.0,,,
266.0,"Dibbert, Goldner and Leannon",40.175103,123.4344271,387.79,547.93,17.83,32.93,5646.27,False,10.0,57.0,A,50.0,56.0,518672.44,109509.44,78.88658977,757.86,169.07,522.39,1909.0,,,
